message_key,english,current_translation,reviewer,status,proposed_translation,notes
Import failed,Import failed,فشل الاستيراد,,Pending,,
api.message.6799f06939d9,Import not available.,الاستيراد غير متاح.,,Pending,,
Import paused. Resume to continue.,Import paused. Resume to continue.,الاستيراد متوقف مؤقتاً. تابع للمتابعة.,,Pending,,
Import processing finished.,Import processing finished.,اكتملت معالجة الاستيراد.,,Pending,,
ui.import.progress.d3d5b27e,Import progress,تقدم الاستيراد,,Pending,,
ui.import.records.9b70f039,Import records,استيراد السجلات,,Pending,,
ui.import.row.results.9434e9fe,Import row results,نتائج صفوف الاستيراد,,Pending,,
Import service is unavailable. Retry to check the result.,Import service is unavailable. Retry to check the result.,خدمة الاستيراد غير متاحة. أعد المحاولة للتحقق من النتيجة.,,Pending,,
api.message.ee2ea0542db6,Import status could not be confirmed. Resume the import to check completed rows.,تعذّر تأكيد حالة الاستيراد. استأنفه للتحقق من الصفوف المكتملة.,,Pending,,
Import valid rows: {count},Import valid rows: {count},استيراد الصفوف الصالحة: {count},,Pending,,
Import {page},Import {page},استيراد {page},,Pending,,
Imported with provenance from validated observations,Imported with provenance from validated observations,مستوردة مع مصدرها من ملاحظات موثقة,,Pending,,
Importing rows…,Importing rows…,جارٍ استيراد الصفوف…,,Pending,,
"In production the signer, version, timestamp and method are captured; later edits become addenda.","In production the signer, version, timestamp and method are captured; later edits become addenda.",في الإنتاج يُسجّل الموقّع والإصدار والوقت والطريقة؛ وتصبح التعديلات اللاحقة ملاحق.,,Pending,,
In progress,In progress,قيد التنفيذ,,Pending,,
field.consultation.chiefComplaint.placeholder,In the patient's own words where possible,بكلمات المريض قدر الإمكان,,Pending,,
In transit,In transit,قيد النقل,,Pending,,
Inactive,Inactive,غير نشط,,Pending,,
Inbound shipment received,Inbound shipment received,استلام شحنة واردة,,Pending,,
menu.library.inbox.label,Inbox,صندوق الوارد,,Pending,,
Include a header and at least one data row.,Include a header and at least one data row.,أدرج عنواناً وصف بيانات واحداً على الأقل.,,Pending,,
Incomplete: {sections}.,Incomplete: {sections}.,غير مكتمل: {sections}.,,Pending,,
ui.independent.of.the.page.theme.solarized.rail.on.a.nexora.af1752bc,"Independent of the page theme — Solarized rail on a Nexora page, say",مستقل عن سمة الصفحة — مثل شريط Solarized في صفحة Nexora,,Pending,,
ui.independent.of.the.page.theme.as.the.rail.s.is.f79134b6,"Independent of the page theme, as the rail's is",مستقل عن سمة الصفحة كالشريط الجانبي,,Pending,,
field.customer.country.option.IN,India,الهند,,Pending,,
field.customer.jurisdiction.option.india-gst,India GST,ضريبة السلع والخدمات الهندية,,Pending,,
Indication,Indication,الداعي,,Pending,,
"Indication, readiness, consent status and peri-procedure plan.","Indication, readiness, consent status and peri-procedure plan.",الداعي والاستعداد وحالة الموافقة وخطة ما حول الإجراء.,,Pending,,
"Indication, risks discussed, and preparation","Indication, risks discussed, and preparation",الداعي والمخاطر المناقشة والتحضير,,Pending,,
ui.info.170322a3,Info,معلومات,,Pending,,
ui.information.1cb0ba12,Information,معلومات,,Pending,,
"Initial evaluation: baseline history, assessment, diagnosis and plan.","Initial evaluation: baseline history, assessment, diagnosis and plan.",تقييم أولي: التاريخ الأساسي والتقييم والتشخيص والخطة.,,Pending,,
Initial treatment goals,Initial treatment goals,أهداف العلاج الأولية,,Pending,,
section.user.preferences.description,Initial workspace defaults; the user can refine these later.,إعدادات مساحة العمل الأولية؛ يمكن للمستخدم تعديلها لاحقاً.,,Pending,,
Injury classification,Injury classification,تصنيف الإصابة,,Pending,,
Inpatient,Inpatient,مريض مقيم,,Pending,,
Inpatients today,Inpatients today,المرضى المقيمون اليوم,,Pending,,
Input validation,Input validation,التحقق من المدخلات,,Pending,,
"Input, search, textarea, select, multiselect and toggle","Input, search, textarea, select, multiselect and toggle",إدخال وبحث ونص واختيار واختيار متعدد وتبديل,,Pending,,
Inputs,Inputs,المدخلات,,Pending,,
ui.insert.into.narrative.3b44ab17,Insert into narrative,إدراج في السرد,,Pending,,
Insight and judgement,Insight and judgement,الاستبصار والحكم,,Pending,,
Inspection,Inspection,الفحص البصري,,Pending,,
Insurance / third party,Insurance / third party,تأمين / طرف ثالث,,Pending,,
menu.library.integration-guide.label,Integration Guide,دليل التكامل,,Pending,,
ui.integration.guide.02a0a9e2,Integration guide,دليل التكامل,,Pending,,
Inter (default),Inter (default),Inter (افتراضي),,Pending,,
Interaction and alertness,Interaction and alertness,التفاعل واليقظة,,Pending,,
ui.interactive.reports.are.limited.to.a.configurable.date.r.13a0a236,Interactive reports are limited to a configurable date range. Large historical requests should run as scheduled jobs and deliver a secure file link.,التقارير التفاعلية محدودة بفترة قابلة للتهيئة. الطلبات التاريخية الكبيرة تُشغّل كمهام مجدولة وتوفر رابط ملف آمن.,,Pending,,
field.hr-dashboard.category.option.Internal,Internal,داخلي,,Pending,,
field.user.roles.option.auditor,Internal Auditor,المدقق الداخلي,,Pending,,
"Interval history, response to treatment, adherence and change in status.","Interval history, response to treatment, adherence and change in status.",التاريخ منذ الزيارة والاستجابة للعلاج والالتزام وتغير الحالة.,,Pending,,
api.message.f7dbb8f02013,Invalid attachment.,المرفق غير صالح.,,Pending,,
Invalid column mapping.,Invalid column mapping.,ربط أعمدة غير صالح.,,Pending,,
api.message.20ec574547c4,Invalid destination key.,مفتاح الوجهة غير صالح.,,Pending,,
api.message.1d8e33865ae3,Invalid import request.,طلب الاستيراد غير صالح.,,Pending,,
api.message.f850d16d78cb,Invalid or oversized record.,السجل غير صالح أو يتجاوز الحجم المسموح.,,Pending,,
api.message.6adae2229057,Invalid product.,المنتج غير صالح.,,Pending,,
api.message.5b3c6897a389,Invalid record address.,عنوان السجل غير صالح.,,Pending,,
api.message.e2b9c74266b8,Invalid record key.,مفتاح السجل غير صالح.,,Pending,,
api.message.a9a47b6c988d,Invalid record scope.,نطاق السجل غير صالح.,,Pending,,
api.message.b818d77107aa,Invalid request or attachment larger than 2 MB.,طلب غير صالح أو مرفق أكبر من 2 ميغابايت.,,Pending,,
api.message.33abb093d9d1,Invalid view request.,طلب العرض غير صالح.,,Pending,,
menu.supply.inventory.label,Inventory,المخزون,,Pending,,
menu.supply.inventory-count.label,Inventory Count,جرد المخزون,,Pending,,
menu.supply.inventory-valuation.label,Inventory Valuation,تقييم المخزون,,Pending,,
Inventory value,Inventory value,قيمة المخزون,,Pending,,
Invoice INV-26-005184 overdue,Invoice INV-26-005184 overdue,الفاتورة INV-26-005184 متأخرة,,Pending,,
Invoice created,Invoice created,تم إنشاء الفاتورة,,Pending,,
ui.invoice.date.2d2b151a,Invoice date,تاريخ الفاتورة,,Pending,,
Invoice date:,Invoice date:,تاريخ الفاتورة:,,Pending,,
ui.invoice.date.622cf73f,Invoice date: ,تاريخ الفاتورة: ,,Pending,,
Invoice draft updated,Invoice draft updated,تم تحديث مسودة الفاتورة,,Pending,,
column.billing-entry.id.label,Invoice no.,رقم الفاتورة,,Pending,,
ui.invoice.number.85149f36,Invoice number,رقم الفاتورة,,Pending,,
ui.invoice.remarks.4f7e85ed,Invoice remarks,ملاحظات الفاتورة,,Pending,,
Invoice saved,Invoice saved,تم حفظ الفاتورة,,Pending,,
ui.invoice.summary.f420ef33,Invoice summary,ملخص الفاتورة,,Pending,,
ui.invoice.total.ad80ed79,Invoice total,إجمالي الفاتورة,,Pending,,
Invoices to validate,Invoices to validate,فواتير للتحقق,,Pending,,
It carries only the filters that may travel in a URL.,It carries only the filters that may travel in a URL.,يحمل فقط عوامل التصفية المسموح بها في الرابط.,,Pending,,
"It is not a target. A level is supported by the work that was clinically necessary and actually done — raising an element to reach a code is the thing this panel is meant to make visible, not easier. Office and outpatient levels are selected by medical decision making","It is not a target. A level is supported by the work that was clinically necessary and actually done — raising an element to reach a code is the thing this panel is meant to make visible, not easier. Office and outpatient levels are selected by medical decision making",ليس هدفاً. يدعم المستوى العمل الضروري سريرياً والمنفذ فعلاً. تُظهر هذه اللوحة رفع العناصر للوصول إلى رمز ولا تسهّله. تُحدد مستويات العيادات باتخاذ القرار الطبي,,Pending,,
column.product-master.name.label,Item,الصنف,,Pending,,
Item / service,Item / service,الصنف / الخدمة,,Pending,,
Item Code,Item Code,رمز الصنف,,Pending,,
menu.supply.item-master.label,Item Master,سجل الأصناف,,Pending,,
ui.item.code.53e24cae,Item code,رمز الصنف,,Pending,,
Jan,Jan,يناير,,Pending,,
column.employee-master.joinDate.label,Joined,تاريخ الانضمام,,Pending,,
Joiner approvals,Joiner approvals,موافقات الانضمام,,Pending,,
Joint function instrument,Joint function instrument,أداة وظيفة المفصل,,Pending,,
"Joint pain, injury or back pain","Joint pain, injury or back pain",ألم المفصل أو إصابة أو ألم الظهر,,Pending,,
menu.finance.journal-entry.label,Journal Entry,قيد اليومية,,Pending,,
menu.finance.journal-review.label,Journal Review,مراجعة القيود,,Pending,,
Journal approvals,Journal approvals,موافقات القيود,,Pending,,
Jul,Jul,يوليو,,Pending,,
Jun,Jun,يونيو,,Pending,,
field.customer.jurisdiction.label,Jurisdiction,الاختصاص الضريبي,,Pending,,
menu.finance.jurisdiction-master.label,Jurisdiction Master,سجل النطاقات القانونية,,Pending,,
